T1,T2,RH,time
17.69,15.23,77.34,'2021/12/9 6:16:36
17.69,15.26,77.91,'2021/12/9 6:16:37
17.66,15.26,77.93,'2021/12/9 6:16:38
17.66,15.26,77.53,'2021/12/9 6:16:39
17.66,15.23,77.75,'2021/12/9 6:16:40
17.66,15.23,77.77,'2021/12/9 6:16:41
17.69,15.3,77.91,'2021/12/9 6:16:42
17.69,15.23,77.61,'2021/12/9 6:16:43
17.66,15.23,77.91,'2021/12/9 6:16:44
17.69,15.23,77.69,'2021/12/9 6:16:45
17.66,15.23,77.53,'2021/12/9 6:16:46
17.66,15.26,77.91,'2021/12/9 6:16:47
17.66,15.26,77.91,'2021/12/9 6:16:48
17.68,15.23,77.91,'2021/12/9 6:16:49
17.66,15.26,77.35,'2021/12/9 6:16:50
17.69,15.26,77.34,'2021/12/9 6:16:51
17.68,15.26,77.91,'2021/12/9 6:16:52
17.69,15.23,77.59,'2021/12/9 6:16:53
17.66,15.23,77.91,'2021/12/9 6:16:54
17.66,15.23,77.34,'2021/12/9 6:16:55
17.66,15.23,77.63,'2021/12/9 6:16:56
17.66,15.25,78.1,'2021/12/9 6:16:57
17.69,15.23,77.61,'2021/12/9 6:16:58
17.66,15.26,77.7,'2021/12/9 6:16:59
17.69,15.26,77.4,'2021/12/9 6:17:00
17.66,15.23,77.61,'2021/12/9 6:17:01
17.69,15.23,77.34,'2021/12/9 6:17:02
17.66,15.24,77.61,'2021/12/9 6:17:03
17.69,15.23,77.91,'2021/12/9 6:17:04
17.69,15.26,77.91,'2021/12/9 6:17:05
17.69,15.24,77.61,'2021/12/9 6:17:06
17.69,15.23,78,'2021/12/9 6:17:07
17.66,15.23,77.61,'2021/12/9 6:17:08
17.69,15.23,77.61,'2021/12/9 6:17:09
17.66,15.3,77.61,'2021/12/9 6:17:10
17.69,15.26,77.88,'2021/12/9 6:17:11
17.69,15.24,77.72,'2021/12/9 6:17:12
17.69,15.26,77.35,'2021/12/9 6:17:13
17.64,15.23,77.61,'2021/12/9 6:17:14
17.66,15.26,77.8,'2021/12/9 6:17:15
17.69,15.26,77.79,'2021/12/9 6:17:16
17.62,15.23,77.64,'2021/12/9 6:17:17
17.66,15.23,77.61,'2021/12/9 6:17:18
17.66,15.26,77.34,'2021/12/9 6:17:19
17.66,15.23,77.39,'2021/12/9 6:17:20
17.69,15.28,77.73,'2021/12/9 6:17:21
17.66,15.26,77.56,'2021/12/9 6:17:22
17.66,15.24,77.61,'2021/12/9 6:17:23
17.66,15.23,77.37,'2021/12/9 6:17:24
17.66,15.3,77.61,'2021/12/9 6:17:25
17.65,15.26,77.91,'2021/12/9 6:17:26
17.69,15.23,77.91,'2021/12/9 6:17:27
17.66,15.24,77.61,'2021/12/9 6:17:28
17.69,15.23,77.32,'2021/12/9 6:17:30
17.69,15.19,77.91,'2021/12/9 6:17:31
17.66,15.23,77.85,'2021/12/9 6:17:32
17.69,15.23,77.61,'2021/12/9 6:17:33
17.69,15.23,77.61,'2021/12/9 6:17:34
17.69,15.26,77.89,'2021/12/9 6:17:35
17.66,15.24,77.5,'2021/12/9 6:17:36
17.69,15.23,77.63,'2021/12/9 6:17:37
17.66,15.26,77.46,'2021/12/9 6:17:38
17.66,15.26,77.63,'2021/12/9 6:17:39
17.66,15.26,77.49,'2021/12/9 6:17:40
17.69,15.23,77.34,'2021/12/9 6:17:41
17.66,15.26,77.34,'2021/12/9 6:17:42
17.66,15.2,77.44,'2021/12/9 6:17:43
17.69,15.29,77.5,'2021/12/9 6:17:44
17.69,15.23,77.34,'2021/12/9 6:17:45
17.66,15.3,77.61,'2021/12/9 6:17:46
17.66,15.26,77.34,'2021/12/9 6:17:47
17.66,15.26,77.87,'2021/12/9 6:17:48
17.69,15.23,77.63,'2021/12/9 6:17:49
17.69,15.26,77.34,'2021/12/9 6:17:50
17.69,15.23,77.89,'2021/12/9 6:17:51
17.66,15.26,77.61,'2021/12/9 6:17:52
17.66,15.26,77.61,'2021/12/9 6:17:53
17.66,15.27,77.61,'2021/12/9 6:17:54
17.66,15.26,77.91,'2021/12/9 6:17:55
17.66,15.26,77.91,'2021/12/9 6:17:56
17.66,15.23,77.45,'2021/12/9 6:17:57
17.66,15.23,77.82,'2021/12/9 6:17:58
17.69,15.26,77.61,'2021/12/9 6:17:59
17.62,15.23,77.63,'2021/12/9 6:18:00
17.66,15.26,77.61,'2021/12/9 6:18:01
17.66,15.23,77.74,'2021/12/9 6:18:02
17.69,15.26,77.61,'2021/12/9 6:18:03
17.66,15.23,77.32,'2021/12/9 6:18:04
17.63,15.23,77.34,'2021/12/9 6:18:05
17.66,15.23,77.6,'2021/12/9 6:18:06
17.66,15.23,77.34,'2021/12/9 6:18:07
17.66,15.23,77.61,'2021/12/9 6:18:08
17.69,15.3,77.91,'2021/12/9 6:18:09
17.69,15.26,77.91,'2021/12/9 6:18:10
17.66,15.26,77.61,'2021/12/9 6:18:11
17.66,15.26,77.91,'2021/12/9 6:18:12
17.66,15.26,77.61,'2021/12/9 6:18:13
17.65,15.26,77.91,'2021/12/9 6:18:14
17.66,15.26,77.61,'2021/12/9 6:18:15
17.66,15.23,77.91,'2021/12/9 6:18:16
17.66,15.26,77.91,'2021/12/9 6:18:17
17.66,15.26,77.63,'2021/12/9 6:18:18
17.66,15.26,77.67,'2021/12/9 6:18:19
17.69,15.23,77.71,'2021/12/9 6:18:22
17.66,15.26,77.91,'2021/12/9 6:18:22
17.66,15.23,77.34,'2021/12/9 6:18:23
17.69,15.23,77.91,'2021/12/9 6:18:23
17.66,15.26,77.93,'2021/12/9 6:18:24
17.69,15.26,77.34,'2021/12/9 6:18:25
17.66,15.23,77.91,'2021/12/9 6:18:26
17.66,15.26,77.63,'2021/12/9 6:18:27
17.66,15.26,77.63,'2021/12/9 6:18:28
17.66,15.26,77.34,'2021/12/9 6:18:29
17.69,15.23,77.49,'2021/12/9 6:18:30
17.69,15.24,77.9,'2021/12/9 6:18:31
17.69,15.26,77.22,'2021/12/9 6:18:32
17.66,15.23,78.01,'2021/12/9 6:18:33
17.69,15.26,77.78,'2021/12/9 6:18:34
17.69,15.26,77.91,'2021/12/9 6:18:35
17.68,15.23,77.59,'2021/12/9 6:18:36
17.69,15.23,77.34,'2021/12/9 6:18:37
17.66,15.26,77.61,'2021/12/9 6:18:38
17.66,15.26,77.43,'2021/12/9 6:18:39
17.66,15.2,77.34,'2021/12/9 6:18:40
17.66,15.26,77.58,'2021/12/9 6:18:41
17.66,15.19,77.2,'2021/12/9 6:18:42
17.66,15.23,77.61,'2021/12/9 6:18:43
17.69,15.26,77.91,'2021/12/9 6:18:44
17.66,15.23,77.56,'2021/12/9 6:18:45
17.66,15.23,77.91,'2021/12/9 6:18:46
17.66,15.23,77.34,'2021/12/9 6:18:47
17.69,15.23,77.61,'2021/12/9 6:18:48
17.66,15.23,77.84,'2021/12/9 6:18:49
17.66,15.23,77.61,'2021/12/9 6:18:50
17.69,15.23,77.67,'2021/12/9 6:18:51
17.69,15.26,77.45,'2021/12/9 6:18:52
17.69,15.24,77.61,'2021/12/9 6:18:53
17.66,15.23,77.7,'2021/12/9 6:18:54
17.66,15.26,77.61,'2021/12/9 6:18:55
17.69,15.23,77.34,'2021/12/9 6:18:56
17.66,15.24,77.41,'2021/12/9 6:18:57
17.66,15.23,77.75,'2021/12/9 6:18:58
17.66,15.24,77.91,'2021/12/9 6:18:59
17.66,15.23,77.04,'2021/12/9 6:19:00
17.69,15.23,77.36,'2021/12/9 6:19:01
17.66,15.23,77.61,'2021/12/9 6:19:02
17.66,15.23,77.45,'2021/12/9 6:19:03
17.66,15.19,77.91,'2021/12/9 6:19:04
17.66,15.23,77.91,'2021/12/9 6:19:05
17.66,15.23,77.25,'2021/12/9 6:19:08
17.66,15.26,77.82,'2021/12/9 6:19:09
17.69,15.26,77.61,'2021/12/9 6:19:09
17.69,15.25,77.61,'2021/12/9 6:19:09
17.66,15.23,77.61,'2021/12/9 6:19:10
17.66,15.23,77.61,'2021/12/9 6:19:12
17.66,15.23,77.61,'2021/12/9 6:19:13
17.69,15.23,77.34,'2021/12/9 6:19:14
17.66,15.26,77.61,'2021/12/9 6:19:15
17.65,15.26,77.61,'2021/12/9 6:19:16
17.66,15.26,77.91,'2021/12/9 6:19:17
17.69,15.26,77.63,'2021/12/9 6:19:18
17.69,15.26,77.61,'2021/12/9 6:19:19
17.69,15.23,77.32,'2021/12/9 6:19:20
17.66,15.26,77.61,'2021/12/9 6:19:21
17.66,15.26,77.63,'2021/12/9 6:19:22
17.69,15.26,77.91,'2021/12/9 6:19:23
17.68,15.26,77.61,'2021/12/9 6:19:24
17.66,15.26,77.37,'2021/12/9 6:19:25
17.66,15.26,77.91,'2021/12/9 6:19:26
17.66,15.26,77.61,'2021/12/9 6:19:27
17.66,15.23,77.61,'2021/12/9 6:19:28
17.69,15.23,77.13,'2021/12/9 6:19:29
17.69,15.23,77.75,'2021/12/9 6:19:30
17.66,15.3,77.59,'2021/12/9 6:19:31
17.62,15.26,77.74,'2021/12/9 6:19:32
17.67,15.26,78.17,'2021/12/9 6:19:33
17.66,15.23,77.91,'2021/12/9 6:19:34
17.66,15.26,77.74,'2021/12/9 6:19:35
17.66,15.26,77.8,'2021/12/9 6:19:36
17.69,15.25,77.46,'2021/12/9 6:19:37
17.66,15.26,77.91,'2021/12/9 6:19:38
17.69,15.23,77.46,'2021/12/9 6:19:39
17.66,15.26,77.54,'2021/12/9 6:19:40
17.66,15.23,77.61,'2021/12/9 6:19:41
17.69,15.26,77.48,'2021/12/9 6:19:42
17.66,15.23,77.5,'2021/12/9 6:19:43
17.66,15.26,77.61,'2021/12/9 6:19:44
17.66,15.19,77.8,'2021/12/9 6:19:45
17.69,15.26,78.21,'2021/12/9 6:19:46
17.68,15.26,77.64,'2021/12/9 6:19:47
17.69,15.23,77.63,'2021/12/9 6:19:48
17.69,15.23,77.61,'2021/12/9 6:19:49
17.66,15.23,77.45,'2021/12/9 6:19:50
17.66,15.26,77.91,'2021/12/9 6:19:51
17.66,15.23,77.63,'2021/12/9 6:19:52
17.66,15.26,77.91,'2021/12/9 6:19:53
17.66,15.26,77.61,'2021/12/9 6:19:54
17.66,15.26,77.87,'2021/12/9 6:19:55
17.66,15.26,77.34,'2021/12/9 6:19:56
17.66,15.26,78.04,'2021/12/9 6:19:57
17.69,15.28,77.61,'2021/12/9 6:19:58
17.69,15.26,77.77,'2021/12/9 6:19:59
17.66,15.23,77.8,'2021/12/9 6:20:00
17.69,15.23,77.8,'2021/12/9 6:20:01
17.69,15.26,78.21,'2021/12/9 6:20:02
17.66,15.23,77.93,'2021/12/9 6:20:03
17.69,15.26,77.61,'2021/12/9 6:20:04
17.66,15.26,77.91,'2021/12/9 6:20:05
17.69,15.26,77.91,'2021/12/9 6:20:06
17.66,15.23,77.34,'2021/12/9 6:20:07
17.69,15.26,77.75,'2021/12/9 6:20:08
17.66,15.23,77.63,'2021/12/9 6:20:09
17.69,15.26,77.61,'2021/12/9 6:20:10
17.69,15.26,77.5,'2021/12/9 6:20:11
17.66,15.28,77.91,'2021/12/9 6:20:12
17.66,15.23,78.16,'2021/12/9 6:20:13
17.69,15.3,78.1,'2021/12/9 6:20:14
17.69,15.26,77.91,'2021/12/9 6:20:15
17.66,15.26,77.8,'2021/12/9 6:20:16
17.66,15.26,77.51,'2021/12/9 6:20:17
17.69,15.26,77.91,'2021/12/9 6:20:18
17.69,15.23,77.61,'2021/12/9 6:20:19
17.68,15.26,77.63,'2021/12/9 6:20:20
17.69,15.26,77.49,'2021/12/9 6:20:21
17.66,15.26,77.87,'2021/12/9 6:20:22
17.69,15.26,77.42,'2021/12/9 6:20:23
17.66,15.26,77.91,'2021/12/9 6:20:24
17.67,15.23,77.63,'2021/12/9 6:20:25
17.69,15.23,77.91,'2021/12/9 6:20:26
17.69,15.23,77.24,'2021/12/9 6:20:27
17.68,15.26,77.91,'2021/12/9 6:20:28
17.67,15.26,77.69,'2021/12/9 6:20:29
17.66,15.25,77.37,'2021/12/9 6:20:30
17.69,15.26,77.63,'2021/12/9 6:20:31
17.69,15.26,77.75,'2021/12/9 6:20:32
17.69,15.26,77.98,'2021/12/9 6:20:33
17.68,15.23,77.4,'2021/12/9 6:20:34
17.69,15.26,77.91,'2021/12/9 6:20:35
17.68,15.23,77.91,'2021/12/9 6:20:36
17.69,15.25,77.44,'2021/12/9 6:20:37
17.69,15.26,77.63,'2021/12/9 6:20:38
17.69,15.26,77.42,'2021/12/9 6:20:39
17.66,15.23,77.34,'2021/12/9 6:20:40
17.69,15.26,77.63,'2021/12/9 6:20:41
17.69,15.26,77.63,'2021/12/9 6:20:42
17.66,15.25,77.61,'2021/12/9 6:20:43
17.69,15.28,77.34,'2021/12/9 6:20:44
17.69,15.21,77.91,'2021/12/9 6:20:45
17.66,15.26,77.91,'2021/12/9 6:20:46
17.69,15.26,77.66,'2021/12/9 6:20:47
17.66,15.26,77.61,'2021/12/9 6:20:48
17.69,15.26,77.34,'2021/12/9 6:20:49
17.66,15.26,77.61,'2021/12/9 6:20:50
17.66,15.26,77.63,'2021/12/9 6:20:51
17.69,15.3,77.73,'2021/12/9 6:20:52
17.68,15.23,77.35,'2021/12/9 6:20:53
17.69,15.3,77.61,'2021/12/9 6:20:54
17.69,15.23,77.91,'2021/12/9 6:20:55
17.66,15.26,78.21,'2021/12/9 6:20:57
17.62,15.25,77.63,'2021/12/9 6:20:58
17.66,15.26,77.34,'2021/12/9 6:20:59
17.69,15.23,77.91,'2021/12/9 6:21:00
17.69,15.3,77.53,'2021/12/9 6:21:01
17.66,15.23,77.91,'2021/12/9 6:21:02
17.66,15.24,77.91,'2021/12/9 6:21:03
17.66,15.23,77.92,'2021/12/9 6:21:04
17.66,15.23,78,'2021/12/9 6:21:05
17.66,15.26,77.91,'2021/12/9 6:21:06
17.66,15.3,77.75,'2021/12/9 6:21:07
17.66,15.26,77.63,'2021/12/9 6:21:08
17.73,15.26,77.8,'2021/12/9 6:21:09
17.66,15.23,77.62,'2021/12/9 6:21:10
17.66,15.23,77.8,'2021/12/9 6:21:11
17.66,15.25,77.61,'2021/12/9 6:21:12
17.66,15.26,77.63,'2021/12/9 6:21:13
17.66,15.23,77.84,'2021/12/9 6:21:14
17.62,15.26,77.75,'2021/12/9 6:21:15
17.66,15.23,77.63,'2021/12/9 6:21:16
17.69,15.26,77.76,'2021/12/9 6:21:17
17.66,15.26,77.39,'2021/12/9 6:21:18
17.69,15.26,77.61,'2021/12/9 6:21:19
17.69,15.26,77.5,'2021/12/9 6:21:20
17.69,15.26,77.91,'2021/12/9 6:21:21
17.66,15.23,77.61,'2021/12/9 6:21:22
17.66,15.23,77.91,'2021/12/9 6:21:23
17.68,15.26,77.91,'2021/12/9 6:21:24
17.68,15.26,77.63,'2021/12/9 6:21:25
17.69,15.26,77.63,'2021/12/9 6:21:26
17.66,15.26,77.75,'2021/12/9 6:21:27
17.66,15.23,77.5,'2021/12/9 6:21:28
17.69,15.26,77.61,'2021/12/9 6:21:29
17.66,15.26,77.91,'2021/12/9 6:21:30
17.66,15.26,77.91,'2021/12/9 6:21:31
17.69,15.23,78.04,'2021/12/9 6:21:32
17.69,15.23,77.75,'2021/12/9 6:21:33
17.66,15.3,77.63,'2021/12/9 6:21:34
17.66,15.3,77.61,'2021/12/9 6:21:35
17.67,15.26,77.91,'2021/12/9 6:21:36
17.66,15.19,77.66,'2021/12/9 6:21:37
17.69,15.23,77.68,'2021/12/9 6:21:38
17.66,15.26,77.37,'2021/12/9 6:21:39
17.66,15.26,77.8,'2021/12/9 6:21:40
17.66,15.23,77.75,'2021/12/9 6:21:41
17.69,15.26,77.66,'2021/12/9 6:21:42
17.66,15.26,77.49,'2021/12/9 6:21:43
17.66,15.26,78.07,'2021/12/9 6:21:44
17.69,15.26,77.63,'2021/12/9 6:21:45
17.66,15.26,78.21,'2021/12/9 6:21:46
17.66,15.26,77.8,'2021/12/9 6:21:47
17.66,15.26,77.46,'2021/12/9 6:21:48
17.66,15.26,78.21,'2021/12/9 6:21:49
17.66,15.3,77.91,'2021/12/9 6:21:50
17.66,15.23,77.63,'2021/12/9 6:21:51
17.69,15.26,78.21,'2021/12/9 6:21:52
17.66,15.26,77.63,'2021/12/9 6:21:53
17.66,15.26,77.63,'2021/12/9 6:21:54
17.62,15.23,77.63,'2021/12/9 6:21:55
17.69,15.26,77.91,'2021/12/9 6:21:56
17.67,15.26,77.91,'2021/12/9 6:21:57
17.66,15.29,77.6,'2021/12/9 6:21:58
17.69,15.3,77.63,'2021/12/9 6:21:59
17.69,15.3,77.91,'2021/12/9 6:22:00
17.66,15.26,77.64,'2021/12/9 6:22:01
17.69,15.3,77.76,'2021/12/9 6:22:02
17.66,15.3,78.1,'2021/12/9 6:22:03
17.69,15.3,78.04,'2021/12/9 6:22:04
17.69,15.26,78.21,'2021/12/9 6:22:05
17.69,15.26,77.89,'2021/12/9 6:22:06
17.69,15.3,77.91,'2021/12/9 6:22:07
17.69,15.26,77.63,'2021/12/9 6:22:08
17.66,15.28,77.91,'2021/12/9 6:22:09
17.69,15.33,78.21,'2021/12/9 6:22:10
17.69,15.3,77.78,'2021/12/9 6:22:11
17.68,15.27,77.93,'2021/12/9 6:22:12
17.69,15.27,78.19,'2021/12/9 6:22:13
17.69,15.3,77.93,'2021/12/9 6:22:14
17.69,15.26,77.81,'2021/12/9 6:22:15
17.73,15.3,78.23,'2021/12/9 6:22:16
17.69,15.32,77.69,'2021/12/9 6:22:17
17.69,15.3,77.93,'2021/12/9 6:22:18
17.69,15.33,77.52,'2021/12/9 6:22:19
17.73,15.3,77.63,'2021/12/9 6:22:20
17.69,15.3,77.65,'2021/12/9 6:22:21
17.69,15.3,77.93,'2021/12/9 6:22:22
17.69,15.3,78.25,'2021/12/9 6:22:23
17.69,15.33,77.87,'2021/12/9 6:22:24
17.73,15.3,77.93,'2021/12/9 6:22:25
17.69,15.33,77.83,'2021/12/9 6:22:26
17.69,15.3,77.47,'2021/12/9 6:22:27
17.66,15.3,77.78,'2021/12/9 6:22:28
17.73,15.3,77.95,'2021/12/9 6:22:29
17.69,15.33,77.93,'2021/12/9 6:22:30
17.7,15.3,78.23,'2021/12/9 6:22:31
17.66,15.3,77.93,'2021/12/9 6:22:32
17.72,15.33,77.93,'2021/12/9 6:22:33
17.69,15.26,77.82,'2021/12/9 6:22:34
17.68,15.3,77.65,'2021/12/9 6:22:35
17.69,15.3,78.21,'2021/12/9 6:22:36
17.69,15.33,77.93,'2021/12/9 6:22:37
17.69,15.3,77.67,'2021/12/9 6:22:39
17.73,15.27,78.47,'2021/12/9 6:22:40
17.69,15.33,77.93,'2021/12/9 6:22:41
17.69,15.3,77.93,'2021/12/9 6:22:42
17.69,15.26,78.23,'2021/12/9 6:22:43
17.69,15.3,77.63,'2021/12/9 6:22:44
17.69,15.3,77.63,'2021/12/9 6:22:45
17.73,15.26,77.82,'2021/12/9 6:22:46
17.66,15.3,77.73,'2021/12/9 6:22:47
17.7,15.28,78.03,'2021/12/9 6:22:48
17.66,15.3,78.46,'2021/12/9 6:22:49
17.69,15.3,77.63,'2021/12/9 6:22:50
17.69,15.3,77.91,'2021/12/9 6:22:51
17.73,15.3,77.93,'2021/12/9 6:22:52
17.69,15.3,78.06,'2021/12/9 6:22:53
17.72,15.26,77.63,'2021/12/9 6:22:54
17.63,15.3,77.74,'2021/12/9 6:22:55
17.69,15.3,77.48,'2021/12/9 6:22:56
17.73,15.3,77.93,'2021/12/9 6:22:57
17.69,15.26,77.36,'2021/12/9 6:22:58
17.69,15.3,77.87,'2021/12/9 6:22:59
17.73,15.3,77.93,'2021/12/9 6:23:00
17.69,15.26,77.93,'2021/12/9 6:23:01
17.69,15.3,77.93,'2021/12/9 6:23:02
17.7,15.3,77.65,'2021/12/9 6:23:03
17.69,15.3,77.7,'2021/12/9 6:23:04
17.69,15.3,77.93,'2021/12/9 6:23:05
17.69,15.26,77.86,'2021/12/9 6:23:06
17.69,15.3,77.93,'2021/12/9 6:23:07
17.72,15.29,77.94,'2021/12/9 6:23:08
17.69,15.26,77.86,'2021/12/9 6:23:09
17.69,15.29,77.95,'2021/12/9 6:23:10
17.69,15.26,77.36,'2021/12/9 6:23:11
17.69,15.26,77.63,'2021/12/9 6:23:12
17.69,15.29,77.63,'2021/12/9 6:23:13
17.69,15.28,77.36,'2021/12/9 6:23:14
17.69,15.3,77.93,'2021/12/9 6:23:15
17.69,15.27,77.71,'2021/12/9 6:23:16
17.69,15.26,77.36,'2021/12/9 6:23:17
17.68,15.3,77.58,'2021/12/9 6:23:18
17.69,15.26,77.95,'2021/12/9 6:23:19
17.7,15.29,77.63,'2021/12/9 6:23:20
17.69,15.26,77.63,'2021/12/9 6:23:21
17.71,15.26,77.65,'2021/12/9 6:23:22
17.66,15.26,77.63,'2021/12/9 6:23:23
17.69,15.23,77.63,'2021/12/9 6:23:24
17.69,15.3,77.63,'2021/12/9 6:23:25
17.73,15.26,77.63,'2021/12/9 6:23:26
17.69,15.26,77.63,'2021/12/9 6:23:27
17.69,15.26,77.46,'2021/12/9 6:23:28
17.69,15.26,77.63,'2021/12/9 6:23:29
17.69,15.26,77.43,'2021/12/9 6:23:30
17.69,15.23,77.63,'2021/12/9 6:23:31
17.72,15.28,77.7,'2021/12/9 6:23:32
17.73,15.3,77.25,'2021/12/9 6:23:33
17.69,15.3,77.34,'2021/12/9 6:23:34
17.69,15.26,77.52,'2021/12/9 6:23:35
17.73,15.27,77.82,'2021/12/9 6:23:36
17.69,15.3,77.93,'2021/12/9 6:23:37
17.73,15.26,77.79,'2021/12/9 6:23:38
17.71,15.3,78.26,'2021/12/9 6:23:39
17.71,15.26,77.39,'2021/12/9 6:23:40
17.73,15.27,77.36,'2021/12/9 6:23:41
17.69,15.26,77.63,'2021/12/9 6:23:42
17.69,15.26,77.62,'2021/12/9 6:23:43
17.69,15.26,77.93,'2021/12/9 6:23:44
17.69,15.26,77.63,'2021/12/9 6:23:45
17.69,15.26,77.36,'2021/12/9 6:23:46
17.73,15.3,77.93,'2021/12/9 6:23:47
17.73,15.3,77.28,'2021/12/9 6:23:48
17.76,15.26,77.63,'2021/12/9 6:23:49
17.73,15.26,77.8,'2021/12/9 6:23:50
17.69,15.3,77.66,'2021/12/9 6:23:51
17.66,15.26,77.41,'2021/12/9 6:23:52
17.69,15.26,77.63,'2021/12/9 6:23:53
17.69,15.26,77.63,'2021/12/9 6:23:54
17.73,15.26,77.63,'2021/12/9 6:23:55
17.69,15.33,77.63,'2021/12/9 6:23:56
17.69,15.26,77.93,'2021/12/9 6:23:57
17.69,15.26,77.44,'2021/12/9 6:23:58
17.69,15.23,77.91,'2021/12/9 6:23:59
17.73,15.26,77.63,'2021/12/9 6:24:00
17.69,15.26,77.93,'2021/12/9 6:24:01
17.73,15.26,77.93,'2021/12/9 6:24:02
17.69,15.28,77.5,'2021/12/9 6:24:03
17.69,15.26,77.93,'2021/12/9 6:24:04
17.73,15.3,77.31,'2021/12/9 6:24:05
17.69,15.26,78,'2021/12/9 6:24:06
17.69,15.26,77.53,'2021/12/9 6:24:07
17.69,15.3,77.58,'2021/12/9 6:24:08
17.69,15.26,77.52,'2021/12/9 6:24:09
17.73,15.26,77.91,'2021/12/9 6:24:10
17.69,15.26,77.36,'2021/12/9 6:24:11
17.69,15.3,77.81,'2021/12/9 6:24:12
17.73,15.26,77.36,'2021/12/9 6:24:13
17.7,15.26,77.63,'2021/12/9 6:24:14
17.69,15.26,77.8,'2021/12/9 6:24:15
17.69,15.3,77.57,'2021/12/9 6:24:16
17.69,15.26,77.39,'2021/12/9 6:24:18
17.69,15.26,77.34,'2021/12/9 6:24:19
17.69,15.26,77.63,'2021/12/9 6:24:20
17.69,15.26,77.63,'2021/12/9 6:24:21
17.69,15.3,77.93,'2021/12/9 6:24:22
17.69,15.27,77.71,'2021/12/9 6:24:23
17.69,15.3,77.8,'2021/12/9 6:24:24
17.69,15.26,77.88,'2021/12/9 6:24:25
17.73,15.26,77.06,'2021/12/9 6:24:26
17.73,15.26,77.36,'2021/12/9 6:24:27
17.69,15.26,77.34,'2021/12/9 6:24:28
17.69,15.27,77.47,'2021/12/9 6:24:29
17.68,15.26,77.63,'2021/12/9 6:24:30
17.69,15.23,77.36,'2021/12/9 6:24:31
17.71,15.26,77.37,'2021/12/9 6:24:32
17.69,15.26,77.36,'2021/12/9 6:24:33
17.69,15.29,77.6,'2021/12/9 6:24:34
17.69,15.3,77.93,'2021/12/9 6:24:35
17.69,15.26,77.63,'2021/12/9 6:24:36
17.69,15.23,77.63,'2021/12/9 6:24:37
17.73,15.26,77.93,'2021/12/9 6:24:38
17.73,15.26,77.61,'2021/12/9 6:24:39
17.69,15.26,77.56,'2021/12/9 6:24:40
17.69,15.26,77.63,'2021/12/9 6:24:41
17.69,15.3,77.75,'2021/12/9 6:24:42
17.69,15.3,77.62,'2021/12/9 6:24:43
17.69,15.26,77.63,'2021/12/9 6:24:44
17.69,15.26,77.79,'2021/12/9 6:24:45
17.67,15.26,77.63,'2021/12/9 6:24:46
17.69,15.26,77.7,'2021/12/9 6:24:47
17.69,15.26,77.63,'2021/12/9 6:24:48
17.73,15.26,77.82,'2021/12/9 6:24:49
17.7,15.26,77.59,'2021/12/9 6:24:50
17.71,15.3,77.9,'2021/12/9 6:24:51
17.69,15.26,77.61,'2021/12/9 6:24:52
17.69,15.29,77.63,'2021/12/9 6:24:53
17.69,15.3,77.63,'2021/12/9 6:24:54
17.69,15.26,77.8,'2021/12/9 6:24:55
17.69,15.26,77.77,'2021/12/9 6:24:56
17.71,15.3,77.93,'2021/12/9 6:24:57
17.73,15.3,77.63,'2021/12/9 6:24:58
17.66,15.26,77.63,'2021/12/9 6:24:59
17.69,15.3,77.56,'2021/12/9 6:25:00
17.66,15.23,77.54,'2021/12/9 6:25:01
17.69,15.26,77.56,'2021/12/9 6:25:02
17.69,15.26,77.63,'2021/12/9 6:25:03
17.69,15.26,77.34,'2021/12/9 6:25:04
17.69,15.3,77.36,'2021/12/9 6:25:05
17.73,15.26,77.63,'2021/12/9 6:25:06
17.69,15.26,77.47,'2021/12/9 6:25:07
17.73,15.26,77.43,'2021/12/9 6:25:08
17.69,15.3,77.91,'2021/12/9 6:25:09
17.73,15.28,77.66,'2021/12/9 6:25:10
17.69,15.24,77.34,'2021/12/9 6:25:11
17.69,15.26,77.63,'2021/12/9 6:25:12
17.69,15.26,77.63,'2021/12/9 6:25:13
17.69,15.26,77.91,'2021/12/9 6:25:14
17.73,15.26,77.8,'2021/12/9 6:25:15
17.73,15.29,77.52,'2021/12/9 6:25:16
17.69,15.26,77.63,'2021/12/9 6:25:17
17.69,15.26,77.63,'2021/12/9 6:25:18
17.69,15.3,77.06,'2021/12/9 6:25:19
17.73,15.26,77.63,'2021/12/9 6:25:20
17.69,15.26,77.35,'2021/12/9 6:25:21
17.69,15.26,77.63,'2021/12/9 6:25:22
17.73,15.27,77.63,'2021/12/9 6:25:23
17.69,15.3,77.88,'2021/12/9 6:25:24
17.69,15.26,77.66,'2021/12/9 6:25:25
17.71,15.26,77.93,'2021/12/9 6:25:26
17.69,15.26,77.93,'2021/12/9 6:25:27
17.73,15.26,77.63,'2021/12/9 6:25:28
17.73,15.23,77.63,'2021/12/9 6:25:29
17.69,15.26,77.63,'2021/12/9 6:25:30
17.66,15.28,77.58,'2021/12/9 6:25:31
17.69,15.26,78.14,'2021/12/9 6:25:32
17.69,15.26,77.23,'2021/12/9 6:25:33
17.69,15.26,77.8,'2021/12/9 6:25:34
17.69,15.26,77.47,'2021/12/9 6:25:35
17.69,15.3,77.63,'2021/12/9 6:25:36
17.69,15.26,77.63,'2021/12/9 6:25:37
17.69,15.23,77.63,'2021/12/9 6:25:38
